epoch,train_loss,train_acc,val_loss,val_acc,train_acc_Body-WeightSquats,val_acc_Body-WeightSquats,train_acc_HandstandPushups,val_acc_HandstandPushups,train_acc_HandstandWalking,val_acc_HandstandWalking,train_acc_JumpingJack,val_acc_JumpingJack,train_acc_JumpRope,val_acc_JumpRope,train_acc_Lunges,val_acc_Lunges,train_acc_PullUps,val_acc_PullUps,train_acc_PushUps,val_acc_PushUps,train_acc_TrampolineJumping,val_acc_TrampolineJumping,train_acc_WallPushups,val_acc_WallPushups
21,0.7010682701684867,75.52,2.112177757056136,28.25,71.0,8.333333333333334,78.0,5.833333333333333,78.0,54.166666666666664,72.8,16.666666666666668,77.4,15.833333333333334,73.6,45.0,81.4,5.833333333333333,70.6,54.166666666666664,75.2,46.666666666666664,77.2,30.0
22,0.6802340736434718,77.08,2.127056497884424,29.416666666666668,72.8,8.333333333333334,82.4,2.5,80.0,52.5,77.6,16.666666666666668,77.2,16.666666666666668,72.8,43.333333333333336,80.4,0.8333333333333334,74.8,50.0,72.8,52.5,80.0,50.833333333333336
23,0.6623484353730633,77.68,2.12456331343243,29.416666666666668,74.2,8.333333333333334,81.8,0.0,82.4,56.666666666666664,73.8,16.666666666666668,76.8,16.666666666666668,79.8,43.333333333333336,78.8,0.0,75.0,58.333333333333336,78.8,53.333333333333336,75.4,40.833333333333336
24,0.6878620127963412,76.62,2.1489195292815566,27.583333333333332,75.4,8.333333333333334,83.2,8.333333333333334,85.4,50.0,74.4,16.666666666666668,72.0,15.0,71.6,45.0,77.6,0.8333333333333334,74.2,54.166666666666664,74.6,50.0,77.8,27.5
25,0.6706025778867637,77.52,2.1673666119183363,29.25,76.2,8.333333333333334,78.8,0.0,82.6,53.333333333333336,72.2,16.666666666666668,77.0,16.666666666666668,78.2,43.333333333333336,79.8,0.8333333333333334,74.6,52.5,77.0,51.666666666666664,78.8,49.166666666666664
26,0.672945871189901,76.66,2.1345718350065384,30.0,72.8,8.333333333333334,82.6,0.8333333333333334,83.2,63.333333333333336,77.6,15.0,74.2,14.166666666666666,75.4,43.333333333333336,74.6,0.8333333333333334,75.4,48.333333333333336,73.0,56.666666666666664,77.8,49.166666666666664
27,0.6595406958916384,77.16,2.1480392575460043,28.75,73.2,8.333333333333334,83.4,1.6666666666666667,84.2,59.166666666666664,75.2,15.0,76.6,15.0,74.6,44.166666666666664,76.2,0.8333333333333334,73.8,49.166666666666664,76.8,48.333333333333336,77.6,45.833333333333336
28,0.6549446539134737,77.84,2.126811534460438,29.25,76.8,8.333333333333334,81.6,13.333333333333334,81.0,55.833333333333336,76.6,13.333333333333334,75.4,15.833333333333334,76.4,44.166666666666664,78.2,0.8333333333333334,74.4,43.333333333333336,79.2,52.5,78.8,45.0
29,0.6836964704428509,76.84,2.1357978643163253,28.0,75.6,8.333333333333334,81.0,7.5,79.4,50.833333333333336,73.6,16.666666666666668,74.2,16.666666666666668,75.0,45.0,77.4,0.0,76.8,47.5,77.2,51.666666666666664,78.2,35.833333333333336
30,0.6683605459465343,77.56,2.1002218911522315,29.5,69.6,8.333333333333334,80.4,3.3333333333333335,84.8,64.16666666666667,78.0,16.666666666666668,75.8,15.833333333333334,77.4,43.333333333333336,77.6,2.5,77.0,46.666666666666664,74.8,52.5,80.2,41.666666666666664
31,0.678790850813981,76.7,2.129527489605703,25.583333333333332,74.0,8.333333333333334,79.6,5.0,78.8,55.0,76.2,16.666666666666668,79.0,15.833333333333334,79.2,44.166666666666664,74.4,1.6666666666666667,73.6,44.166666666666664,75.4,50.833333333333336,76.8,14.166666666666666
32,0.6761226309522702,77.24,2.175193216847746,26.583333333333332,74.4,8.333333333333334,81.4,5.0,80.4,58.333333333333336,77.8,8.333333333333334,74.2,15.833333333333334,77.8,47.5,79.8,0.8333333333333334,73.8,41.666666666666664,74.8,52.5,78.0,27.5
33,0.6579645112821251,77.54,2.1724467892199755,28.0,75.8,8.333333333333334,82.0,1.6666666666666667,79.6,59.166666666666664,74.2,15.833333333333334,78.2,15.833333333333334,79.6,45.0,78.0,0.8333333333333334,75.2,43.333333333333336,75.2,48.333333333333336,77.6,41.666666666666664
34,0.6597393153199724,77.54,2.1715930406200257,27.083333333333332,76.4,8.333333333333334,82.4,5.0,79.6,68.33333333333333,76.0,17.5,77.8,15.833333333333334,75.4,44.166666666666664,77.4,0.8333333333333334,77.8,43.333333333333336,74.4,45.0,78.2,22.5
35,0.6734289592428572,77.02,2.210666121424813,27.166666666666668,72.0,8.333333333333334,81.0,0.8333333333333334,83.0,54.166666666666664,73.6,16.666666666666668,76.6,15.833333333333334,76.6,44.166666666666664,76.2,2.5,76.4,43.333333333333336,75.6,48.333333333333336,79.2,37.5
36,0.6998513134042169,75.72,2.18271342292428,28.75,76.4,8.333333333333334,75.8,10.0,83.0,55.0,76.6,16.666666666666668,74.0,15.833333333333334,70.8,50.833333333333336,77.8,0.0,73.8,44.166666666666664,74.0,47.5,75.0,39.166666666666664
37,0.6697263497455864,77.2,2.1600952091577805,29.25,75.6,8.333333333333334,80.8,6.666666666666667,81.8,64.16666666666667,76.2,16.666666666666668,75.4,15.833333333333334,75.8,45.0,77.4,0.0,79.4,44.166666666666664,74.4,47.5,75.2,44.166666666666664
38,0.6667531224762558,77.62,2.1698400456654396,28.833333333333332,73.2,8.333333333333334,81.0,5.833333333333333,77.4,57.5,75.6,16.666666666666668,78.0,16.666666666666668,76.6,50.0,74.2,0.8333333333333334,78.8,43.333333333333336,82.6,49.166666666666664,78.8,40.0
39,0.6760533093267186,76.72,2.2133708200172375,29.25,72.4,8.333333333333334,80.6,0.0,78.0,71.66666666666667,74.6,15.833333333333334,75.2,16.666666666666668,78.0,43.333333333333336,76.0,0.0,75.8,42.5,77.0,51.666666666666664,79.6,42.5
40,0.6753166300855624,77.04,2.205055397592093,26.833333333333332,74.0,8.333333333333334,81.6,4.166666666666667,79.2,60.0,75.4,7.5,77.6,16.666666666666668,76.0,43.333333333333336,77.0,0.0,77.2,42.5,75.8,49.166666666666664,76.6,36.666666666666664
41,0.664285492555351,77.32,2.1847494740627313,28.833333333333332,72.8,8.333333333333334,82.2,1.6666666666666667,79.6,60.0,74.8,12.5,71.6,15.833333333333334,78.2,45.833333333333336,79.4,2.5,78.6,47.5,76.6,50.0,79.4,44.166666666666664
42,0.6710563239398276,77.06,2.1605761340378145,29.083333333333332,71.4,8.333333333333334,82.6,5.833333333333333,81.2,55.0,76.6,15.833333333333334,73.4,15.833333333333334,76.4,45.0,79.0,0.0,74.4,47.5,77.8,50.0,77.8,47.5
43,0.661807958107845,77.46,2.190810514319884,28.916666666666668,76.4,8.333333333333334,79.6,0.0,81.8,65.0,75.2,13.333333333333334,74.4,15.0,77.8,45.833333333333336,80.4,0.0,76.2,42.5,74.0,50.0,78.8,49.166666666666664
44,0.6742211388554543,77.06,2.173220857683765,28.833333333333332,72.0,8.333333333333334,84.2,8.333333333333334,77.4,55.833333333333336,74.2,12.5,72.2,15.833333333333334,78.4,48.333333333333336,79.0,4.166666666666667,78.0,45.0,77.4,47.5,77.8,42.5
45,0.6649458924676203,77.52,2.173467831784173,27.0,72.6,8.333333333333334,81.6,5.0,82.2,56.666666666666664,74.8,7.5,72.0,15.833333333333334,74.6,54.166666666666664,79.0,0.0,82.0,43.333333333333336,77.6,50.833333333333336,78.8,28.333333333333332
46,0.6602712953166597,77.4,2.1691500278876017,27.583333333333332,77.2,8.333333333333334,77.0,5.0,82.4,51.666666666666664,74.2,12.5,73.8,15.833333333333334,80.8,45.0,78.6,0.0,75.0,44.166666666666664,75.6,50.0,79.4,43.333333333333336
47,0.6907408540226092,76.18,2.1508106145223507,29.333333333333332,70.4,8.333333333333334,80.4,1.6666666666666667,79.8,60.0,73.6,15.0,73.8,16.666666666666668,79.8,47.5,75.4,3.3333333333333335,75.6,41.666666666666664,75.6,48.333333333333336,77.4,50.833333333333336
48,0.6755294078474592,76.98,2.1689650359024344,24.833333333333332,74.0,8.333333333333334,79.4,0.8333333333333334,80.8,54.166666666666664,74.2,15.833333333333334,76.8,15.0,79.2,45.0,82.0,0.8333333333333334,74.0,42.5,73.4,46.666666666666664,76.0,19.166666666666668
49,0.6706696226718319,77.16,2.1392244480942426,28.0,67.6,8.333333333333334,78.6,2.5,79.0,53.333333333333336,74.2,15.833333333333334,76.6,15.833333333333334,79.8,43.333333333333336,78.6,0.8333333333333334,78.8,43.333333333333336,78.8,50.0,79.6,46.666666666666664
50,0.6898761676375273,76.14,2.17885995411167,27.666666666666668,74.6,8.333333333333334,80.6,0.8333333333333334,81.6,50.833333333333336,73.4,14.166666666666666,75.0,15.833333333333334,72.4,45.833333333333336,73.2,0.8333333333333334,75.8,44.166666666666664,76.4,50.833333333333336,78.4,45.0
